,County,Town,WellNO,Latitude,Latitude_X,Latitude_Y,Longitude,Longitude_,Longitude1,llmethod,Elev,TOC,Well_Depth,Bedrock_We,Elev_1,GW_Depth,Cased_Dept,Case1_Dia,Case1_Lnth,Case2_Dia,Case2_Lnth,SCR,SCR1_Lnth,YT_AvgDisc,Case2_Ln_1,DDLAT,DDLONG,geometry,group,obsnme,DEC_Well_N,Rock_Depth,ls_elev_m,gw_elev_m,x,y
255,SULLIVAN,Wurtsboro,SV2132,41 33 43.4,33.7233333333,41.0,74 29 06.7,29.1116666667,74.0,GPS,477.0,2.0,115,,0.0,115.0,0.0,6.0,10.0,0.0,0.0,N,0.0,50.0,115.0,41.56205556,-74.48519444,POINT (1765860.743059706 2262657.788658078),dec_all,SV2132,,,154.75104,119.69903759765626,1765860.7430597064,2262657.7886580783
256,SULLIVAN,Mamakating,SV1719,41 37 05.4,37.09,41.0,74 31 45.4,31.7566666667,74.0,GPS,1485.0,2.0,620,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,1.5,40.0,41.61816667,-74.52927778,POINT (1760897.679757107 2267959.450393203),dec_all,SV1719,,,441.27573,429.08372631835937,1760897.6797571073,2267959.450393203
257,SULLIVAN,Neversink,SV2007,41 50 44.8,50.7466666667,41.0,74 35 55.6,35.9266666667,74.0,GPS,1793.0,2.0,400,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,4.0,40.0,41.84577778,-74.59877778,POINT (1749607.40662715 2291499.4311784),dec_all,SV2007,,,500.9939,488.801896484375,1749607.4066271503,2291499.4311784003
258,SULLIVAN,Woodridge,SV1718,41 42 59.2,42.9866666667,41.0,74 36 36.7,36.6116666667,74.0,GPS,0.0,1.0,298,,0.0,102.0,0.0,6.0,41.0,0.0,0.0,N,0.0,40.0,99.0,41.71644444,-74.61019444,POINT (1751919.574163914 2277183.171067212),dec_all,SV1718,,,356.27487,325.18527182617186,1751919.5741639142,2277183.1710672122
259,SULLIVAN,Mamakating,SV1895,41 39 21.4,39.3566666667,41.0,74 27 09.1,27.1516666667,74.0,,0.0,1.0,210,,0.0,50.0,0.0,6.0,50.0,0.0,0.0,N,0.0,20.0,50.0,41.65594444,-74.45252778,POINT (1766133.844451211 2273503.481863009),dec_all,SV1895,,,211.41632,196.17632080078124,1766133.8444512114,2273503.481863009
260,ULSTER,Wawarsing,U4328,41 45 21.7,45.3616666667,41.0,74 33 10.4,33.1733333333,74.0,GPS,1246.0,1.0,425,,0.0,40.0,0.0,6.0,42.0,0.0,0.0,N,0.0,6.0,40.0,41.75602778,-74.55288889,POINT (1755542.185113003 2282557.869862835),dec_all,U4328,,,374.9185,362.7264875488281,1755542.1851130032,2282557.8698628354
261,SULLIVAN,Fallsburgh,SV1723,41 45 42.0,45.7,41.0,74 37 28.6,37.4766666667,74.0,GPS,1416.0,1.0,525,,0.0,20.0,0.0,6.0,21.0,0.0,0.0,N,0.0,5.0,20.0,41.76166667,-74.62461111,POINT (1749630.186344957 2281850.186567652),dec_all,SV1723,,,424.59952,418.5035178222656,1749630.1863449574,2281850.1865676516
262,SULLIVAN,Fallsburgh,SV1834,41 46 09.7,46.1616666667,41.0,74 35 30.1,35.5016666667,74.0,GPS,1550.0,1.5,335,Y,2.0,120.0,40.0,6.0,40.0,0.0,0.0,N,0.0,8.0,120.0,41.76936111,-74.59169444,POINT (1752086.493438632 2283295.859334814),dec_all,SV1834,,,417.7778,381.20180151367185,1752086.4934386322,2283295.8593348144
263,SULLIVAN,Fallsburgh,SV2156,41 46 46.3,46.7716666667,41.0,74 34 11.8,34.1966666667,74.0,GPS,1460.0,1.5,450,Y,100.0,100.0,118.5,6.625,120.0,0.0,0.0,N,0.0,45.0,100.0,41.77952778,-74.56994444,POINT (1753581.93344543 2284805.814138132),dec_all,SV2156,,,441.44696,410.96696044921873,1753581.93344543,2284805.814138132
266,SULLIVAN,Mamakating,SV2079,41 37 43.2,37.72,41.0,74 28 48.6,28.81,74.0,GPS,1388.0,2.0,200,,0.0,50.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.62866667,-74.48016667,POINT (1764592.657148584 2270015.514318464),dec_all,SV2079,,,372.50708,357.267080078125,1764592.6571485845,2270015.514318464
267,SULLIVAN,Mamakating,SV1772,41 35 26.8,35.4466666667,41.0,74 30 06.5,30.1083333333,74.0,GPS,1635.0,2.0,520,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,30.0,40.0,41.59077778,-74.50180556,POINT (1763799.730185202 2265481.780169421),dec_all,SV1772,,,343.09308,330.90107861328124,1763799.7301852016,2265481.7801694213
268,SULLIVAN,Fallsburgh,SV1889,41 46 05.0,46.0833333333,41.0,74 35 15.0,35.25,74.0,GPS,1283.0,2.0,220,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,6.0,40.0,41.76805556,-74.5875,POINT (1752456.580587204 2283230.809974436),dec_all,SV1889,,,386.83505,374.64305249023437,1752456.580587204,2283230.8099744357
269,SULLIVAN,Mamakating,SV2193,41 34 52.8,34.88,41.0,74 32 34.0,32.5666666667,74.0,,0.0,0.0,450,,0.0,200.0,0.0,6.0,20.0,0.0,0.0,N,0.0,2.0,0.0,41.58133333,-74.54277778,POINT (1760732.200981222 2263691.922226609),dec_all,SV2193,,,467.88895,406.92894653320315,1760732.2009812219,2263691.9222266087
271,SULLIVAN,Fallsburgh,SV2053,41 48 41.1,48.685,41.0,74 40 12.7,40.2116666667,74.0,GPS,1530.0,2.0,520,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,7.0,40.0,41.81141667,-74.67019444,POINT (1744723.091456258 2286438.729337375),dec_all,SV2053,,,455.74014,443.5481428222656,1744723.0914562577,2286438.729337375
272,SULLIVAN,Mamakating,SV2163,41 39 16.0,39.2666666667,41.0,74 31 31.0,31.5166666667,74.0,GPS,0.0,1.5,280,,0.0,50.5,0.0,6.0,50.5,0.0,0.0,N,0.0,25.0,0.0,41.65444444,-74.52527778,POINT (1760310.534198231 2271990.120325867),dec_all,SV2163,,,467.07037,451.67797353515624,1760310.5341982313,2271990.1203258666
273,SULLIVAN,Mamakating,SV2162,41 39 07.2,39.12,41.0,74 31 20.3,31.3383333333,74.0,GPS,0.0,1.600000024,240,,0.0,42.0,0.0,6.0,51.5,0.0,0.0,N,0.0,20.0,0.0,41.652,-74.52230556,POINT (1760611.306037082 2271778.588609002),dec_all,SV2162,,,446.3905,433.5889029296875,1760611.3060370819,2271778.588609002
274,ULSTER,Wawarsing,U4724,41 45 17.5,45.2916666667,41.0,74 30 33.4,30.5566666667,74.0,GPS,1075.0,2.0,300,Y,45.0,60.0,100.0,7.0,100.0,0.0,0.0,N,0.0,10.0,0.0,41.75486111,-74.50927778,POINT (1759080.223481004 2283237.081249561),dec_all,U4724,,,338.24283,319.9548283691406,1759080.223481004,2283237.0812495607
275,SULLIVAN,Fallsburgh,SV1817,41 48 47.9,48.7983333333,41.0,74 37 11.4,37.19,74.0,,0.0,1.0,745,,0.0,150.0,0.0,6.0,40.0,0.0,0.0,N,0.0,10.0,150.0,41.81330556,-74.61983333,POINT (1748725.702211903 2287570.401775505),dec_all,SV1817,,,445.01276,399.2927563476562,1748725.7022119034,2287570.4017755054
276,SULLIVAN,Wurtsboro,SV1825,41 35 03.6,35.06,41.0,74 30 58.8,30.98,74.0,GPS,320.0,2.0,127,,0.0,20.0,0.0,6.5,20.0,0.0,0.0,N,0.0,40.0,20.0,41.58433333,-74.51633333,POINT (1762789.850686236 2264509.368454362),dec_all,SV1825,,,386.40903,380.31302709960937,1762789.8506862356,2264509.3684543623
277,SULLIVAN,Mamakating,SV2172,41 36 45.1,36.7516666667,41.0,74 27 54.5,27.9083333333,74.0,GPS,0.0,2.0,252,,0.0,115.0,0.0,6.0,257.0,0.0,0.0,N,0.0,15.0,115.0,41.61252778,-74.46513889,POINT (1766209.528432181 2268534.727654757),dec_all,SV2172,,,236.73985,201.68785290527345,1766209.528432181,2268534.7276547574
278,SULLIVAN,Thompson,SV1710,41 39 40.8,39.68,41.0,74 34 54.1,34.9016666667,74.0,GPS,720.0,0.0,530,,0.0,100.0,0.0,6.0,40.0,0.0,0.0,N,0.0,5.0,100.0,41.66133333,-74.58169444,POINT (1755592.385201345 2271697.862895231),dec_all,SV1710,,,450.6066,420.1265979003906,1755592.3852013447,2271697.862895231
279,SULLIVAN,Neversink,SV1778,41 49 18.9,49.315,41.0,74 34 32.7,34.545,74.0,GPS,1711.0,1.0,250,,0.0,400.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.333000004,400.0,41.82191667,-74.57575,POINT (1752054.770090689 2289321.491455157),dec_all,SV1778,,,577.2143,455.29429443359373,1752054.7700906887,2289321.491455157
280,SULLIVAN,Liberty,SV2017,41 48 42.1,48.7016666667,41.0,74 40 49.1,40.8183333333,74.0,GPS,1719.0,1.0,375,,0.0,275.0,0.0,6.0,40.0,0.0,0.0,N,0.0,4.0,0.0,41.81169444,-74.68030556,POINT (1743903.03909342 2286283.441551208),dec_all,SV2017,,,516.5796,432.75958984375,1743903.0390934201,2286283.4415512076
281,SULLIVAN,Monticello,SV1916,41 47 56.8,47.9466666667,41.0,74 39 59.6,39.9933333333,74.0,GPS,1554.0,1.0,400,,0.0,225.0,0.0,6.0,40.0,0.0,0.0,N,0.0,2.0,0.0,41.79911111,-74.66655556,POINT (1745322.214534029 2285163.251914426),dec_all,SV1916,,,454.8838,386.3037890625,1745322.214534029,2285163.2519144258
282,SULLIVAN,Fallsburgh,SV1803,41 46 16.0,46.2666666667,41.0,74 34 20.3,34.3383333333,74.0,GPS,1430.0,1.0,275,,0.0,250.0,0.0,6.0,40.0,0.0,0.0,N,0.0,50.0,0.0,41.77111111,-74.57230556,POINT (1753602.559938751 2283844.336831594),dec_all,SV1803,,,463.85263,387.6526306152344,1753602.559938751,2283844.336831594
283,SULLIVAN,Monticello,SV1798,41 46 16.0,46.2666666667,41.0,74 34 20.3,34.3383333333,74.0,GPS,1611.0,1.0,275,,0.0,125.0,0.0,6.0,40.0,0.0,0.0,N,0.0,3.0,0.0,41.77111111,-74.57230556,POINT (1753602.559938751 2283844.336831594),dec_all,SV1798,,,463.85263,425.75263061523435,1753602.559938751,2283844.336831594
284,SULLIVAN,Woodridge,SV1796,41 49 18.3,49.305,41.0,74 34 33.1,34.5516666667,74.0,GPS,1530.0,1.0,375,,0.0,350.0,0.0,6.0,40.0,0.0,0.0,N,0.0,8.0,0.0,41.82175,-74.57586111,POINT (1752050.006515135 2289301.266961992),dec_all,SV1796,,,577.2143,470.53429443359374,1752050.006515135,2289301.266961992
285,SULLIVAN,Fallsburgh,SV1901,41 47 02.9,47.0483333333,41.0,74 37 50.9,37.8483333333,74.0,GPS,1561.0,1.0,225,,0.0,210.0,0.0,6.0,60.0,0.0,0.0,N,0.0,100.0,0.0,41.78413889,-74.63080556,POINT (1748571.084302292 2284187.302863195),dec_all,SV1901,,,440.7215,376.7134965820312,1748571.0843022917,2284187.3028631946
287,SULLIVAN,Mamakating,SV2207,41 34 25.9,34.4316666667,41.0,74 28 05.2,28.0866666667,74.0,GPS,0.0,3.0,177,,0.0,3.0,0.0,6.0,87.0,0.0,0.0,N,0.0,30.0,0.0,41.57386111,-74.46811111,POINT (1766942.019972217 2264262.802429692),dec_all,SV2207,,,207.32205,206.40765200195312,1766942.0199722166,2264262.8024296924
288,SULLIVAN,Fallsburgh,SV2236,41 39 02.2,39.0366666667,41.0,74 32 24.7,32.4116666667,74.0,GPS,0.0,2.0,241,,0.0,77.0,0.0,6.0,66.5,0.0,0.0,N,0.0,11.0,0.0,41.65061111,-74.54019444,POINT (1759204.704574692 2271295.830968991),dec_all,SV2236,,,468.10007,444.63046713867186,1759204.7045746916,2271295.830968991
289,SULLIVAN,Fallsburgh,SV2237,41 39 02.5,39.0416666667,41.0,74 32 27.8,32.4633333333,74.0,GPS,0.0,2.0,481,,0.0,97.0,0.0,6.0,70.5,0.0,0.0,N,0.0,10.0,0.0,41.65069444,-74.54105556,POINT (1759133.228860619 2271288.979074685),dec_all,SV2237,,,465.55106,435.9854559082031,1759133.2288606188,2271288.9790746854
290,SULLIVAN,Neversink,SV2225,41 50 12.4,50.2066666667,41.0,74 36 53.6,36.8933333333,74.0,GPS,631.0,2.0,1002,,0.0,1000.0,0.0,7.0,60.0,0.0,0.0,N,0.0,0.0,0.0,41.83677778,-74.61488889,POINT (1748537.279299416 2290221.369493844),dec_all,SV2225,,,545.5992,240.79918212890624,1748537.279299416,2290221.3694938445
291,SULLIVAN,Mamakating,SV2244,41 39 22.3,39.3716666667,41.0,74 31 12.4,31.2066666667,74.0,GPS,0.0,3.0,380,,0.0,26.0,0.0,6.0,108.0,0.0,0.0,N,0.0,6.0,0.0,41.65619444,-74.52011111,POINT (1760682.929272366 2272276.687722948),dec_all,SV2244,,,436.34644,428.421635546875,1760682.9292723662,2272276.6877229484
292,SULLIVAN,Mamakating,SV2249,41 39 10.1,39.1683333333,41.0,74 26 20.8,26.3466666667,74.0,GPS,0.0,1.5,79,,0.0,20.0,0.0,6.0,85.5,0.0,0.0,N,0.0,25.0,0.0,41.65280556,-74.43911111,POINT (1767293.622060898 2273410.642467761),dec_all,SV2249,,,134.89876,128.8027579345703,1767293.622060898,2273410.642467761
293,ULSTER,Wawarsing,U5083,41 43 14.3,43.2383333333,41.0,74 31 17.2,31.2866666667,74.0,EST,0.0,2.0,400,Y,6.0,40.0,38.0,6.0,40.0,0.0,0.0,N,0.0,7.0,40.0,41.72063889,-74.52144444,POINT (1758959.483369421 2279280.01084657),dec_all,U5083,,,355.7118,343.5197919921875,1758959.4833694214,2279280.01084657
297,SULLIVAN,Fallsburgh,SV2269,41 40 43.0,40.7166666667,41.0,74 31 43.0,31.7166666667,74.0,GPS,0.0,0.0,400,,0.0,30.0,0.0,6.0,42.0,0.0,0.0,N,0.0,5.0,0.0,41.67861111,-74.52861111,POINT (1759436.138988749 2274563.997753179),dec_all,SV2269,,,351.07867,341.93467431640624,1759436.1389887491,2274563.997753179
298,SULLIVAN,Mamakating,SV2272,41 35 10.2,35.17,41.0,74 26 28.2,26.47,74.0,GPS,0.0,0.0,180,,0.0,10.0,0.0,6.0,61.0,0.0,0.0,N,0.0,30.0,10.0,41.58616667,-74.44116667,POINT (1768805.342777026 2266105.965701928),dec_all,SV2272,,,340.8133,337.76529345703125,1768805.342777026,2266105.965701928
300,ULSTER,Wawarsing,SV2316,41 46 06.5,46.1083333333,41.0,74 32 07.8,32.13,74.0,GPS,0.0,0.0,620,,0.0,140.0,0.0,6.0,10.0,0.0,0.0,N,0.0,1.0,140.0,41.76847222,-74.5355,POINT (1756629.433481084 2284236.295508743),dec_all,SV2316,,,374.63367,331.9616669921875,1756629.4334810844,2284236.2955087433
301,ULSTER,Wawarsing,SV2327,41 43 31.1,43.5183333333,41.0,74 31 10.7,31.1783333333,74.0,GPS,0.0,0.0,250,,0.0,30.0,0.0,6.0,40.0,0.0,0.0,N,0.0,20.0,0.0,41.72530556,-74.51963889,POINT (1758987.792341619 2279822.336263342),dec_all,SV2327,,,346.76004,337.6160402832031,1758987.7923416188,2279822.3362633423
302,SULLIVAN,Fallsburgh,SV2365,41 48 37.1,48.6183333333,41.0,74 36 38.7,36.645,74.0,GPS,0.0,0.0,300,,0.0,40.0,0.0,6.0,10.0,0.0,0.0,N,0.0,20.0,40.0,41.81030556,-74.61075,POINT (1749530.97169852 2287410.387450438),dec_all,SV2365,,,407.2104,395.01838818359374,1749530.9716985202,2287410.387450438
305,SULLIVAN,Wurtsboro,SV2396,41 36 15.0,36.25,41.0,74 29 59.2,29.9866666667,74.0,GPS,0.0,0.0,400,,0.0,60.0,0.0,6.0,10.0,0.0,0.0,N,0.0,5.0,60.0,41.60416667,-74.49977778,POINT (1763627.142210993 2266979.612236959),dec_all,SV2396,,,384.64178,366.35378466796874,1763627.1422109932,2266979.6122369594
306,SULLIVAN,Mamakating,SV2407,41 35 52.5,35.875,41.0,74 30 08.4,30.14,74.0,GPS,0.0,0.0,300,,0.0,60.0,0.0,6.0,81.0,0.0,0.0,N,0.0,8.0,0.0,41.59791667,-74.50233333,POINT (1763577.980525915 2266250.561091745),dec_all,SV2407,,,336.4495,318.1614934082031,1763577.9805259153,2266250.5610917453
307,SULLIVAN,Mamakating,SV2408,41 35 53.9,35.8983333333,41.0,74 29 57.0,29.95,74.0,GPS,0.0,0.0,285,,0.0,60.0,0.0,6.0,120.0,0.0,0.0,N,0.0,10.0,0.0,41.59830556,-74.49916667,POINT (1763823.549912349 2266351.742949973),dec_all,SV2408,,,356.06598,337.77797900390624,1763823.5499123489,2266351.742949973
308,SULLIVAN,Mamakating,SV2409,41 35 36.4,35.6066666667,41.0,74 30 13.0,30.2166666667,74.0,GPS,0.0,0.0,448,,0.0,20.0,0.0,6.0,20.0,0.0,0.0,N,0.0,5.0,0.0,41.59344444,-74.50361111,POINT (1763587.199739268 2265739.101645201),dec_all,SV2409,,,317.99796,311.9019553222656,1763587.199739268,2265739.1016452005
309,SULLIVAN,Fallsburgh,SV2429,41 42 26.8,42.4466666667,41.0,74 37 00.6,37.01,74.0,GPS,0.0,0.0,640,,0.0,40.0,0.0,6.0,40.0,0.0,0.0,N,0.0,2.0,40.0,41.70744444,-74.61683333,POINT (1751609.723636646 2276079.101580122),dec_all,SV2429,,,397.0149,384.822892578125,1751609.7236366456,2276079.101580122
310,SULLIVAN,Fallsburgh,SV2437,41 42 18.9,42.315,41.0,74 33 29.3,33.4883333333,74.0,GPS,0.0,0.0,200,,0.0,40.0,0.0,6.0,40.0,0.0,0.0,N,0.0,30.0,40.0,41.70525,-74.55813889,POINT (1756390.884919402 2276923.058423506),dec_all,SV2437,,,325.46613,313.27412548828124,1756390.884919402,2276923.0584235056
311,SULLIVAN,Mamakating,SV2454,41 35 19.2,35.32,41.0,74 26 27.7,26.4616666667,74.0,,0.0,0.0,200,,0.0,20.0,0.0,6.0,41.0,0.0,0.0,N,0.0,30.0,0.0,41.58866667,-74.44102778,POINT (1768753.61411236 2266381.165277475),dec_all,SV2454,,,355.69504,349.59903784179687,1768753.61411236,2266381.1652774746
312,SULLIVAN,Mamakating,SV2464,41 40 35.8,40.5966666667,41.0,74 29 21.5,29.3583333333,74.0,GPS,0.0,0.0,381,,0.0,161.0,0.0,6.0,45.59999847,0.0,0.0,N,0.0,7.0,0.0,41.67661111,-74.48930556,POINT (1762652.049190412 2275074.255209904),dec_all,SV2464,,,375.96884,326.89604155273435,1762652.0491904123,2275074.255209904
313,SULLIVAN,Fallsburgh,SV2466,41 47 58.9,47.9816666667,41.0,74 38 43.4,38.7233333333,74.0,GPS,0.0,0.0,220,,0.0,80.0,0.0,6.0,80.0,0.0,0.0,N,0.0,5.0,80.0,41.79969444,-74.64538889,POINT (1747010.119979344 2285615.802519942),dec_all,SV2466,,,440.52234,416.1383388671875,1747010.1199793443,2285615.8025199417
314,SULLIVAN,Liberty,SV2486,41 50 15.8,50.2633333333,41.0,74 36 15.3,36.255,74.0,GPS,0.0,0.0,300,,0.0,140.0,0.0,6.0,140.0,0.0,0.0,N,0.0,20.0,140.0,41.83772222,-74.60425,POINT (1749368.826996526 2290520.165041924),dec_all,SV2486,,,513.23724,470.5652436523437,1749368.8269965264,2290520.165041924
315,SULLIVAN,Fallsburgh,SV2499,41 42 33.2,42.5533333333,41.0,74 36 27.1,36.4516666667,74.0,GPS,0.0,0.0,300,,0.0,184.0,0.0,6.0,243.0,0.0,0.0,N,0.0,50.0,184.0,41.70922222,-74.60752778,POINT (1752314.671570462 2276444.567009951),dec_all,SV2499,,,352.11414,296.03093574218747,1752314.6715704624,2276444.5670099515
317,SULLIVAN,Mamakating,SV2528,41 37 57.1,37.9516666667,41.0,74 27 10.7,27.1783333333,74.0,GPS,0.0,0.0,310,,0.0,20.0,0.0,6.0,40.0,0.0,0.0,N,0.0,80.0,0.0,41.63252778,-74.45297222,POINT (1766687.110429781 2270941.810296061),dec_all,SV2528,,,162.07062,155.97461767578125,1766687.1104297813,2270941.810296061
318,ULSTER,Wawarsing,U4825,41 44 09.6,44.16,41.0,74 31 28.8,31.48,74.0,GPS,0.0,0.0,500,,0.0,60.0,0.0,6.0,44.0,0.0,0.0,N,0.0,5.0,0.0,41.736,-74.52466667,POINT (1758314.985325532 2280895.531373263),dec_all,U4825,,,357.47287,339.18486987304686,1758314.9853255323,2280895.531373263
319,ULSTER,Wawarsing,U4851,41 42 42.8,42.7133333333,41.0,74 28 25.4,28.4233333333,74.0,GPS,0.0,0.0,600,,0.0,120.0,0.0,6.0,40.0,0.0,0.0,N,0.0,1.0,0.0,41.71188889,-74.47372222,POINT (1763020.5305674 2279210.163356934),dec_all,U4851,,,384.09134,347.5153391113281,1763020.5305674002,2279210.1633569337
320,ULSTER,Marlborough,U5100,41 45 30.9,45.515,41.0,74 31 10.7,31.1783333333,74.0,GPS,0.0,0.0,250,,0.0,30.0,0.0,6.0,60.0,0.0,0.0,N,0.0,20.0,0.0,41.75858333,-74.51963889,POINT (1758153.291323387 2283451.238070848),dec_all,U5100,,,368.15836,359.0143557128906,1758153.2913233866,2283451.238070848
321,ULSTER,Marlborough,U5180,41 45 30.9,45.515,41.0,74 31 10.7,31.1783333333,74.0,GPS,0.0,0.0,213,,0.0,30.0,0.0,6.0,36.0,0.0,0.0,N,0.0,15.0,0.0,41.75858333,-74.51963889,POINT (1758153.291323387 2283451.238070848),dec_all,U5180,,,368.15836,359.0143557128906,1758153.2913233866,2283451.238070848
325,ULSTER,Wawarsing,U5326,41 44 13.2,44.22,41.0,74 23 39.6,23.66,74.0,GPS,624.0,2.0,560,Y,60.0,50.0,78.0,6.0,80.0,0.0,0.0,N,0.0,6.0,0.0,41.737,-74.39433333,POINT (1768777.018826877 2283423.181592353),dec_all,U5326,,,183.3617,168.1216943359375,1768777.0188268768,2283423.181592353
327,SULLIVAN,Fallsburgh,SV1838,41 39 06.4,39.1066666667,41.0,74 32 02.7,32.045,74.0,,1569.0,1.0,200,,0.0,64.0,0.0,6.0,40.0,0.0,0.0,N,0.0,20.0,64.0,41.65177778,-74.53408333,POINT (1759667.885684324 2271536.213194451),dec_all,SV1838,,,454.96774,435.46054291992186,1759667.8856843242,2271536.2131944513
328,SULLIVAN,Mamakating,SV2266,41 35 31.9,35.5316666667,41.0,74 30 22.4,30.3733333333,74.0,GPS,0.0,1.5,120,Y,40.0,75.0,38.5,6.0,40.0,0.0,0.0,N,0.0,20.0,75.0,41.59219444,-74.50622222,POINT (1763408.017052188 2265554.320592553),dec_all,SV2266,,,339.2023,316.3423010253906,1763408.0170521883,2265554.320592553
329,SULLIVAN,Mamakating,SV2267,41 35 34.9,35.5816666667,41.0,74 29 59.5,29.9916666667,74.0,GPS,0.0,2.0,220,,0.0,50.0,0.0,6.0,120.0,0.0,0.0,N,0.0,5.0,50.0,41.59302778,-74.49986111,POINT (1763900.046950496 2265763.257343282),dec_all,SV2267,,,335.91278,320.67278076171874,1763900.0469504958,2265763.257343282
330,SULLIVAN,Mamakating,SV2268,41 35 47.2,35.7866666667,41.0,74 29 58.5,29.975,74.0,GPS,0.0,2.0,260,,0.0,50.0,0.0,6.0,180.0,0.0,0.0,N,0.0,15.0,50.0,41.59644444,-74.49958333,POINT (1763836.675290002 2266141.035729283),dec_all,SV2268,,,343.22186,327.98186279296874,1763836.6752900018,2266141.0357292825
331,SULLIVAN,Mamakating,SV2295,41 35 01.2,35.02,41.0,74 28 40.6,28.6766666667,74.0,GPS,0.0,1.5,220,Y,40.0,60.0,0.0,6.0,50.0,0.0,0.0,N,0.0,30.0,0.0,41.58366667,-74.47794444,POINT (1765902.523173544 2265149.373735912),dec_all,SV2295,,,165.77638,147.48838244628905,1765902.523173544,2265149.3737359117
332,SULLIVAN,Thompson,SV2521,41 38 17.3,38.2883333333,41.0,74 34 31.8,34.53,74.0,GPS,1480.0,2.0,300,,0.0,60.0,0.0,6.0,41.0,0.0,0.0,N,0.0,10.0,60.0,41.63813889,-74.5755,POINT (1756671.707634415 2269282.395730996),dec_all,SV2521,,,451.7404,433.4523869628906,1756671.707634415,2269282.3957309956
333,SULLIVAN,Fallsburgh,SV2525,41 42 59.2,42.9866666667,41.0,74 32 40.3,32.6716666667,74.0,GPS,1265.0,2.0,750,Y,25.0,140.0,38.0,6.0,40.0,0.0,0.0,N,0.0,11.0,140.0,41.71644444,-74.54452778,POINT (1757206.414238793 2278395.55048843),dec_all,SV2525,,,373.38913,330.71712963867185,1757206.4142387933,2278395.5504884296
334,SULLIVAN,Neversink,SV2533,41 49 26.0,49.4333333333,41.0,74 36 22.3,36.3716666667,74.0,GPS,1392.0,1.0,450,,0.0,50.0,0.0,6.0,40.0,0.0,0.0,N,0.0,2.0,0.0,41.82388889,-74.60619444,POINT (1749558.028077361 2288975.696685275),dec_all,SV2533,,,427.72595,412.4859521484375,1749558.0280773607,2288975.6966852746
335,SULLIVAN,Fallsburgh,SV2541,41 43 08.0,43.1333333333,41.0,74 34 16.0,34.2666666667,74.0,GPS,1327.0,1.0,265,,0.0,60.0,0.0,6.0,162.0,0.0,0.0,N,0.0,55.0,0.0,41.71888889,-74.57111111,POINT (1755005.128006065 2278170.916678003),dec_all,SV2541,,,388.69742,370.4094182128906,1755005.1280060655,2278170.916678003
337,SULLIVAN,Fallsburgh,SV2566,41 46 12.5,46.2083333333,41.0,74 34 22.9,34.3816666667,74.0,,0.0,1.0,685,,0.0,150.0,0.0,6.0,40.0,0.0,0.0,N,0.0,6.0,150.0,41.77013889,-74.57302778,POINT (1753568.779659051 2283724.980438225),dec_all,SV2566,,,457.69495,411.9749462890625,1753568.7796590507,2283724.9804382254
338,ORANGE,Blooming Grove,O7421,41 40 18.1,40.3016666667,41.0,74 24 34.4,24.5733333333,74.0,GPS,0.0,1.0,310,,0.0,190.0,0.0,6.0,145.0,0.0,0.0,N,0.0,50.0,190.0,41.67169444,-74.40955556,POINT (1769198.323942829 2276020.080368742),dec_all,O7421,,,191.22978,133.31778210449218,1769198.323942829,2276020.080368742
339,SULLIVAN,Fallsburgh,U5000,41 47 42.4,47.7066666667,41.0,74 34 36.7,34.6116666667,74.0,GPS,0.0,0.0,325,,0.0,20.0,0.0,6.0,50.0,0.0,0.0,N,0.0,6.0,0.0,41.79511111,-74.57686111,POINT (1752635.838579879 2286377.700777477),dec_all,U5000,,,416.91653,410.8205344238281,1752635.8385798791,2286377.700777477
340,SULLIVAN,Fallsburgh,SV1674,41 47 49.7,47.8283333333,41.0,74 34 54.7,34.9116666667,74.0,GPS,0.0,0.0,300,,0.0,190.0,0.0,6.0,40.0,0.0,0.0,N,0.0,3.0,0.0,41.79713889,-74.58186111,POINT (1752183.034204579 2286506.646806997),dec_all,SV1674,,,429.42737,371.51536816406247,1752183.034204579,2286506.6468069972
341,SULLIVAN,Neversink,SV1933,41 48 57.2,48.9533333333,41.0,74 35 50.9,35.8483333333,74.0,GPS,0.0,0.0,250,,0.0,3.0,0.0,6.0,60.0,0.0,0.0,N,0.0,3.0,0.0,41.81588889,-74.59747222,POINT (1750459.105248528 2288263.824433491),dec_all,SV1933,,,441.19778,440.2833844238281,1750459.105248528,2288263.824433491
342,SULLIVAN,Mamakating,SV2401,41 35 20.8,35.3466666667,41.0,74 30 37.8,30.63,74.0,,0.0,0.0,270,,0.0,50.0,0.0,6.0,80.0,0.0,0.0,N,0.0,7.0,50.0,41.58911111,-74.5105,POINT (1763140.424155056 2265138.671444974),dec_all,SV2401,,,318.93845,303.69844604492187,1763140.424155056,2265138.6714449744
