iteration,total_runs,obs_realization,par_realization,flux,head,budget,land_surface
0,500,43,43,18957.6,4517.93,0,8985.74
0,500,44,44,10963.3,5816.07,0,14190.2
0,500,45,45,3713.25,7837.38,0,26832.7
0,500,46,46,16538.2,10240.2,0,43614.9
0,500,47,47,8309.7,5062.8,0,11148.1
0,500,48,48,5345.58,5889.85,0,15075.3
0,500,49,49,9749.76,3900.84,0,8318.58
0,500,50,50,6567.92,3900.85,0,8385.29
0,500,51,51,2079.71,11130.8,0,55324.4
0,500,52,52,9095.57,8963.78,0,40447.1
0,500,53,53,8677.43,4235.29,0,9086.59
0,500,54,54,5345.72,3942.62,0,7675.34
0,500,55,55,7894.76,8587.68,0,35441.4
0,500,56,56,10279.7,3809.56,0,8229.69
0,500,57,57,14378.3,5541.51,0,13228.9
0,500,58,58,9916.49,5818.27,0,14524.2
0,500,59,59,9583.66,4164.55,0,8548.78
0,500,60,60,1689.42,4024,0,9082.85
0,500,61,61,7948.26,23841.6,0,195643
0,500,62,62,12211.7,4288.23,0,8689.69
0,500,63,63,8847.52,4485.43,0,11198.7
0,500,64,64,11837.7,4111.83,0,8048.78
0,500,65,65,15687.5,10695.7,0,50084.8
0,500,66,66,7301.19,22549.7,0,210841
0,500,67,67,11985.3,7510.02,0,21012
0,500,68,68,4683.07,3608.7,0,8109.7
0,500,69,69,9348.76,7310.83,0,25005.2
0,500,70,70,13393.9,10267.3,0,46259.6
0,500,71,71,6978.44,11137.2,0,66539.6
0,500,72,72,13900,6182.67,0,17943.8
0,500,73,73,4269.1,9224.76,0,33273.3
0,500,74,74,24650.8,4286.82,0,9056.48
0,500,75,75,4595.43,3840.99,0,8099.17
0,500,76,76,13849.8,10827.2,0,44159.5
0,500,77,77,5557.94,5267.4,0,12451.9
0,500,78,78,9513.16,7107.69,0,23178.4
0,500,79,79,10028.1,4607.76,0,10156.9
0,500,80,80,3321.9,4059.9,0,8671.46
0,500,81,81,3785.02,10056,0,44967.3
0,500,82,82,6731.49,4718.86,0,9775.89
0,500,83,83,5256.42,6019.22,0,15364.1
0,500,84,84,3461.19,5451.48,0,11815.5
0,500,85,85,7423.6,5593.03,0,14314.6
0,500,86,86,3035.01,7239.81,0,21679.8
0,500,87,87,8803.41,3939.52,0,8682.29
0,500,88,88,8393.03,5293.93,0,11611.3
0,500,89,89,10852.3,13018.7,0,77454.1
0,500,90,90,18088.8,7411.18,0,20629.3
0,500,91,91,3971.21,7995.4,0,30394.2
0,500,92,92,7339.73,4169.51,0,9191.73
0,500,93,93,2366.22,4335.95,0,9549.06
0,500,94,94,10434.2,6207.21,0,17302.2
0,500,95,95,23431.4,18980.4,0,187391
0,500,96,96,21262.3,6199.68,0,16245.9
0,500,97,97,5711.72,3856.66,0,8407.22
0,500,98,98,2690.34,3828.49,0,9134.81
0,500,99,99,10109.7,4349.62,0,9307.48
0,500,100,100,8755.4,4127.96,0,8725.04
