parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,,usecol,idx0,idx1,idx2,i,j,zone
k_pp_:2_i:252_j:182,log,factor,0.989144,0.780392,1.215085,k_pp_:2,1.0,0.0,1,,2,,,,,252,182,
k_pp_:2_i:252_j:522,log,factor,0.981383,0.825707,1.2642125,k_pp_:2,1.0,0.0,1,,2,,,,,252,522,
k_pp_:2_i:252_j:527,log,factor,1.007875,0.79694425,1.2389375,k_pp_:2,1.0,0.0,1,,2,,,,,252,527,
k_pp_:2_i:252_j:532,log,factor,0.975213,0.8171175,1.2201875,k_pp_:2,1.0,0.0,1,,2,,,,,252,532,
k_pp_:2_i:257_j:182,log,factor,1.02082,0.818987,1.2427175,k_pp_:2,1.0,0.0,1,,2,,,,,257,182,
k_pp_:2_i:257_j:522,log,factor,1.015645,0.80206025,1.2539025,k_pp_:2,1.0,0.0,1,,2,,,,,257,522,
k_pp_:2_i:257_j:527,log,factor,0.9963705,0.80125025,1.20408,k_pp_:2,1.0,0.0,1,,2,,,,,257,527,
k_pp_:2_i:257_j:532,log,factor,1.051075,0.844938,1.266665,k_pp_:2,1.0,0.0,1,,2,,,,,257,532,
k_pp_:2_i:262_j:182,log,factor,0.969426,0.8069745,1.2457875,k_pp_:2,1.0,0.0,1,,2,,,,,262,182,
k_pp_:2_i:262_j:522,log,factor,1.02685,0.85423575,1.22263,k_pp_:2,1.0,0.0,1,,2,,,,,262,522,
k_pp_:2_i:262_j:527,log,factor,0.987636,0.80984525,1.1593625,k_pp_:2,1.0,0.0,1,,2,,,,,262,527,
k_pp_:2_i:262_j:532,log,factor,0.997767,0.8110165,1.2385225,k_pp_:2,1.0,0.0,1,,2,,,,,262,532,
k_pp_:2_i:267_j:187,log,factor,1.003155,0.834147,1.2230725,k_pp_:2,1.0,0.0,1,,2,,,,,267,187,
k_pp_:2_i:267_j:517,log,factor,0.9808895,0.8196685,1.2077775,k_pp_:2,1.0,0.0,1,,2,,,,,267,517,
k_pp_:2_i:267_j:522,log,factor,0.997109,0.8178435,1.239245,k_pp_:2,1.0,0.0,1,,2,,,,,267,522,
k_pp_:2_i:267_j:527,log,factor,1.035785,0.82037475,1.241775,k_pp_:2,1.0,0.0,1,,2,,,,,267,527,
k_pp_:2_i:272_j:187,log,factor,1.000055,0.783064,1.25573,k_pp_:2,1.0,0.0,1,,2,,,,,272,187,
k_pp_:2_i:272_j:517,log,factor,1.04081,0.8121935,1.2609575,k_pp_:2,1.0,0.0,1,,2,,,,,272,517,
k_pp_:2_i:272_j:522,log,factor,0.978641,0.79178175,1.19063,k_pp_:2,1.0,0.0,1,,2,,,,,272,522,
k_pp_:2_i:272_j:527,log,factor,1.00957,0.824046,1.249185,k_pp_:2,1.0,0.0,1,,2,,,,,272,527,
k_pp_:2_i:277_j:182,log,factor,0.9900745,0.81981225,1.219175,k_pp_:2,1.0,0.0,1,,2,,,,,277,182,
k_pp_:2_i:277_j:512,log,factor,1.0174,0.82832225,1.24273,k_pp_:2,1.0,0.0,1,,2,,,,,277,512,
k_pp_:2_i:277_j:517,log,factor,1.01243,0.807848,1.2413825,k_pp_:2,1.0,0.0,1,,2,,,,,277,517,
k_pp_:2_i:277_j:522,log,factor,1.032455,0.84497375,1.2311875,k_pp_:2,1.0,0.0,1,,2,,,,,277,522,
k_pp_:2_i:277_j:527,log,factor,1.02078,0.822488,1.25765,k_pp_:2,1.0,0.0,1,,2,,,,,277,527,
k_pp_:2_i:282_j:182,log,factor,1.043085,0.85482675,1.2536875,k_pp_:2,1.0,0.0,1,,2,,,,,282,182,
k_pp_:2_i:282_j:512,log,factor,1.00101,0.79710875,1.18208,k_pp_:2,1.0,0.0,1,,2,,,,,282,512,
k_pp_:2_i:282_j:517,log,factor,0.9900985,0.7913535,1.255105,k_pp_:2,1.0,0.0,1,,2,,,,,282,517,
k_pp_:2_i:282_j:522,log,factor,0.9927175,0.8077465,1.2395125,k_pp_:2,1.0,0.0,1,,2,,,,,282,522,
k_pp_:2_i:287_j:182,log,factor,0.971288,0.79936575,1.2483525,k_pp_:2,1.0,0.0,1,,2,,,,,287,182,
k_pp_:2_i:287_j:512,log,factor,1.00176,0.81081525,1.2101225,k_pp_:2,1.0,0.0,1,,2,,,,,287,512,
k_pp_:2_i:287_j:517,log,factor,1.00874,0.81843925,1.2542575,k_pp_:2,1.0,0.0,1,,2,,,,,287,517,
k_pp_:2_i:287_j:522,log,factor,1.03611,0.83591425,1.28554,k_pp_:2,1.0,0.0,1,,2,,,,,287,522,
k_pp_:2_i:292_j:172,log,factor,1.035485,0.84955475,1.248235,k_pp_:2,1.0,0.0,1,,2,,,,,292,172,
k_pp_:2_i:292_j:177,log,factor,1.027595,0.84049325,1.24426,k_pp_:2,1.0,0.0,1,,2,,,,,292,177,
k_pp_:2_i:292_j:507,log,factor,1.026515,0.84201225,1.3218425,k_pp_:2,1.0,0.0,1,,2,,,,,292,507,
k_pp_:2_i:292_j:512,log,factor,1.006005,0.781313,1.231755,k_pp_:2,1.0,0.0,1,,2,,,,,292,512,
k_pp_:2_i:292_j:517,log,factor,1.024995,0.80621125,1.23942,k_pp_:2,1.0,0.0,1,,2,,,,,292,517,
k_pp_:2_i:292_j:522,log,factor,1.070485,0.843713,1.2817075,k_pp_:2,1.0,0.0,1,,2,,,,,292,522,
k_pp_:2_i:297_j:177,log,factor,1.019225,0.81962725,1.2828725,k_pp_:2,1.0,0.0,1,,2,,,,,297,177,
k_pp_:2_i:297_j:507,log,factor,0.979668,0.795105,1.2155875,k_pp_:2,1.0,0.0,1,,2,,,,,297,507,
k_pp_:2_i:297_j:512,log,factor,1.01129,0.784387,1.24136,k_pp_:2,1.0,0.0,1,,2,,,,,297,512,
k_pp_:2_i:297_j:517,log,factor,0.989029,0.81593075,1.2663025,k_pp_:2,1.0,0.0,1,,2,,,,,297,517,
k_pp_:2_i:302_j:177,log,factor,0.962412,0.78914375,1.1880525,k_pp_:2,1.0,0.0,1,,2,,,,,302,177,
k_pp_:2_i:302_j:232,log,factor,1.021035,0.82298375,1.289265,k_pp_:2,1.0,0.0,1,,2,,,,,302,232,
k_pp_:2_i:302_j:237,log,factor,0.984037,0.7977935,1.20834,k_pp_:2,1.0,0.0,1,,2,,,,,302,237,
k_pp_:2_i:302_j:242,log,factor,0.980917,0.77427175,1.1908575,k_pp_:2,1.0,0.0,1,,2,,,,,302,242,
k_pp_:2_i:302_j:247,log,factor,0.995983,0.82053925,1.18994,k_pp_:2,1.0,0.0,1,,2,,,,,302,247,
k_pp_:2_i:302_j:252,log,factor,0.9877075,0.79800125,1.2848475,k_pp_:2,1.0,0.0,1,,2,,,,,302,252,
k_pp_:2_i:302_j:257,log,factor,0.9780035,0.77822025,1.16826,k_pp_:2,1.0,0.0,1,,2,,,,,302,257,
k_pp_:2_i:302_j:262,log,factor,1.022355,0.80367525,1.1967075,k_pp_:2,1.0,0.0,1,,2,,,,,302,262,
k_pp_:2_i:302_j:507,log,factor,1.00753,0.79636925,1.1976875,k_pp_:2,1.0,0.0,1,,2,,,,,302,507,
k_pp_:2_i:302_j:512,log,factor,0.9840525,0.798329,1.2577225,k_pp_:2,1.0,0.0,1,,2,,,,,302,512,
k_pp_:2_i:302_j:517,log,factor,0.99704,0.80618375,1.2321425,k_pp_:2,1.0,0.0,1,,2,,,,,302,517,
k_pp_:2_i:307_j:227,log,factor,0.998301,0.77405525,1.261295,k_pp_:2,1.0,0.0,1,,2,,,,,307,227,
k_pp_:2_i:307_j:507,log,factor,0.9751345,0.77757975,1.22447,k_pp_:2,1.0,0.0,1,,2,,,,,307,507,
k_pp_:2_i:307_j:512,log,factor,1.025505,0.82697,1.276115,k_pp_:2,1.0,0.0,1,,2,,,,,307,512,
k_pp_:2_i:307_j:517,log,factor,1.020495,0.82654575,1.2790275,k_pp_:2,1.0,0.0,1,,2,,,,,307,517,
k_pp_:2_i:312_j:182,log,factor,1.008505,0.8042935,1.295395,k_pp_:2,1.0,0.0,1,,2,,,,,312,182,
k_pp_:2_i:312_j:187,log,factor,1.0032,0.827538,1.266935,k_pp_:2,1.0,0.0,1,,2,,,,,312,187,
k_pp_:2_i:312_j:222,log,factor,1.015005,0.82350475,1.244555,k_pp_:2,1.0,0.0,1,,2,,,,,312,222,
k_pp_:2_i:312_j:507,log,factor,0.993497,0.816676,1.20953,k_pp_:2,1.0,0.0,1,,2,,,,,312,507,
k_pp_:2_i:312_j:512,log,factor,1.02309,0.85750325,1.2651075,k_pp_:2,1.0,0.0,1,,2,,,,,312,512,
k_pp_:2_i:312_j:517,log,factor,0.999694,0.79383525,1.2516,k_pp_:2,1.0,0.0,1,,2,,,,,312,517,
k_pp_:2_i:317_j:187,log,factor,1.02221,0.82173175,1.308245,k_pp_:2,1.0,0.0,1,,2,,,,,317,187,
k_pp_:2_i:317_j:222,log,factor,0.9587755,0.78700225,1.1886725,k_pp_:2,1.0,0.0,1,,2,,,,,317,222,
k_pp_:2_i:317_j:292,log,factor,1.037125,0.806667,1.2699575,k_pp_:2,1.0,0.0,1,,2,,,,,317,292,
k_pp_:2_i:317_j:502,log,factor,0.964142,0.78287525,1.168905,k_pp_:2,1.0,0.0,1,,2,,,,,317,502,
k_pp_:2_i:317_j:507,log,factor,1.03993,0.854754,1.2813525,k_pp_:2,1.0,0.0,1,,2,,,,,317,507,
k_pp_:2_i:317_j:512,log,factor,0.957289,0.757956,1.21635,k_pp_:2,1.0,0.0,1,,2,,,,,317,512,
k_pp_:2_i:322_j:187,log,factor,1.02854,0.804218,1.255665,k_pp_:2,1.0,0.0,1,,2,,,,,322,187,
k_pp_:2_i:322_j:217,log,factor,1.02413,0.79957425,1.2864675,k_pp_:2,1.0,0.0,1,,2,,,,,322,217,
k_pp_:2_i:322_j:292,log,factor,1.02702,0.85111725,1.2389775,k_pp_:2,1.0,0.0,1,,2,,,,,322,292,
k_pp_:2_i:322_j:297,log,factor,1.005465,0.78950975,1.270715,k_pp_:2,1.0,0.0,1,,2,,,,,322,297,
k_pp_:2_i:322_j:302,log,factor,1.001955,0.8222395,1.232305,k_pp_:2,1.0,0.0,1,,2,,,,,322,302,
k_pp_:2_i:322_j:502,log,factor,0.9871455,0.801158,1.235695,k_pp_:2,1.0,0.0,1,,2,,,,,322,502,
k_pp_:2_i:322_j:507,log,factor,0.9939865,0.81834825,1.2485025,k_pp_:2,1.0,0.0,1,,2,,,,,322,507,
k_pp_:2_i:322_j:512,log,factor,1.0032,0.7907875,1.2611075,k_pp_:2,1.0,0.0,1,,2,,,,,322,512,
k_pp_:2_i:327_j:187,log,factor,1.00941,0.78901475,1.23581,k_pp_:2,1.0,0.0,1,,2,,,,,327,187,
k_pp_:2_i:327_j:212,log,factor,0.9701475,0.8119175,1.215225,k_pp_:2,1.0,0.0,1,,2,,,,,327,212,
k_pp_:2_i:327_j:217,log,factor,1.011535,0.829101,1.2539125,k_pp_:2,1.0,0.0,1,,2,,,,,327,217,
k_pp_:2_i:327_j:312,log,factor,1.003,0.79499725,1.22259,k_pp_:2,1.0,0.0,1,,2,,,,,327,312,
k_pp_:2_i:327_j:317,log,factor,1.04642,0.7940315,1.285615,k_pp_:2,1.0,0.0,1,,2,,,,,327,317,
k_pp_:2_i:327_j:502,log,factor,0.99827,0.80248725,1.2276875,k_pp_:2,1.0,0.0,1,,2,,,,,327,502,
k_pp_:2_i:327_j:507,log,factor,1.00039,0.85151875,1.22526,k_pp_:2,1.0,0.0,1,,2,,,,,327,507,
k_pp_:2_i:327_j:512,log,factor,0.9876175,0.8040185,1.220575,k_pp_:2,1.0,0.0,1,,2,,,,,327,512,
k_pp_:2_i:332_j:187,log,factor,0.992724,0.809173,1.2059425,k_pp_:2,1.0,0.0,1,,2,,,,,332,187,
k_pp_:2_i:332_j:212,log,factor,1.04829,0.8211515,1.266295,k_pp_:2,1.0,0.0,1,,2,,,,,332,212,
k_pp_:2_i:332_j:317,log,factor,1.044355,0.79138025,1.2554575,k_pp_:2,1.0,0.0,1,,2,,,,,332,317,
k_pp_:2_i:332_j:322,log,factor,1.00031,0.816134,1.2498175,k_pp_:2,1.0,0.0,1,,2,,,,,332,322,
k_pp_:2_i:332_j:497,log,factor,1.02623,0.8324625,1.2763125,k_pp_:2,1.0,0.0,1,,2,,,,,332,497,
k_pp_:2_i:332_j:502,log,factor,0.9891775,0.81131925,1.2333575,k_pp_:2,1.0,0.0,1,,2,,,,,332,502,
k_pp_:2_i:332_j:507,log,factor,0.9645635,0.7610945,1.1905575,k_pp_:2,1.0,0.0,1,,2,,,,,332,507,
k_pp_:2_i:337_j:182,log,factor,0.979613,0.7972385,1.2456875,k_pp_:2,1.0,0.0,1,,2,,,,,337,182,
k_pp_:2_i:337_j:187,log,factor,0.9787895,0.772561,1.2002375,k_pp_:2,1.0,0.0,1,,2,,,,,337,187,
k_pp_:2_i:337_j:207,log,factor,1.00203,0.82007825,1.282115,k_pp_:2,1.0,0.0,1,,2,,,,,337,207,
k_pp_:2_i:337_j:212,log,factor,1.011215,0.81128575,1.2046025,k_pp_:2,1.0,0.0,1,,2,,,,,337,212,
k_pp_:2_i:337_j:497,log,factor,1.02406,0.835315,1.2458925,k_pp_:2,1.0,0.0,1,,2,,,,,337,497,
k_pp_:2_i:337_j:502,log,factor,1.04197,0.81810125,1.25625,k_pp_:2,1.0,0.0,1,,2,,,,,337,502,
k_pp_:2_i:337_j:507,log,factor,0.9889115,0.7932745,1.20936,k_pp_:2,1.0,0.0,1,,2,,,,,337,507,
k_pp_:2_i:342_j:187,log,factor,0.9424685,0.784002,1.1488125,k_pp_:2,1.0,0.0,1,,2,,,,,342,187,
k_pp_:2_i:342_j:192,log,factor,0.963834,0.78713925,1.20275,k_pp_:2,1.0,0.0,1,,2,,,,,342,192,
k_pp_:2_i:342_j:197,log,factor,0.9797115,0.82614825,1.1866675,k_pp_:2,1.0,0.0,1,,2,,,,,342,197,
k_pp_:2_i:342_j:202,log,factor,0.980123,0.80882475,1.19752,k_pp_:2,1.0,0.0,1,,2,,,,,342,202,
k_pp_:2_i:342_j:207,log,factor,0.990698,0.805049,1.23587,k_pp_:2,1.0,0.0,1,,2,,,,,342,207,
k_pp_:2_i:342_j:497,log,factor,0.9735995,0.810624,1.20927,k_pp_:2,1.0,0.0,1,,2,,,,,342,497,
k_pp_:2_i:342_j:502,log,factor,1.02772,0.82191875,1.3203775,k_pp_:2,1.0,0.0,1,,2,,,,,342,502,
k_pp_:2_i:342_j:507,log,factor,0.9707905,0.81475525,1.2102625,k_pp_:2,1.0,0.0,1,,2,,,,,342,507,
k_pp_:2_i:347_j:207,log,factor,1.026635,0.82004825,1.24191,k_pp_:2,1.0,0.0,1,,2,,,,,347,207,
k_pp_:2_i:347_j:492,log,factor,1.0024,0.813981,1.24578,k_pp_:2,1.0,0.0,1,,2,,,,,347,492,
k_pp_:2_i:347_j:497,log,factor,0.986099,0.82044225,1.1957425,k_pp_:2,1.0,0.0,1,,2,,,,,347,497,
k_pp_:2_i:347_j:502,log,factor,0.9867245,0.7969735,1.19757,k_pp_:2,1.0,0.0,1,,2,,,,,347,502,
k_pp_:2_i:347_j:507,log,factor,0.994016,0.8215385,1.25046,k_pp_:2,1.0,0.0,1,,2,,,,,347,507,
k_pp_:2_i:352_j:207,log,factor,0.983214,0.80097,1.2241475,k_pp_:2,1.0,0.0,1,,2,,,,,352,207,
k_pp_:2_i:352_j:352,log,factor,1.019495,0.80539075,1.21624,k_pp_:2,1.0,0.0,1,,2,,,,,352,352,
k_pp_:2_i:352_j:487,log,factor,1.027315,0.805825,1.28179,k_pp_:2,1.0,0.0,1,,2,,,,,352,487,
k_pp_:2_i:352_j:492,log,factor,1.010905,0.817251,1.215225,k_pp_:2,1.0,0.0,1,,2,,,,,352,492,
k_pp_:2_i:352_j:497,log,factor,0.9725775,0.83690975,1.22517,k_pp_:2,1.0,0.0,1,,2,,,,,352,497,
k_pp_:2_i:352_j:502,log,factor,0.9840575,0.79551125,1.255625,k_pp_:2,1.0,0.0,1,,2,,,,,352,502,
k_pp_:2_i:357_j:207,log,factor,1.05209,0.82865625,1.267345,k_pp_:2,1.0,0.0,1,,2,,,,,357,207,
k_pp_:2_i:357_j:357,log,factor,1.009165,0.8662775,1.2394325,k_pp_:2,1.0,0.0,1,,2,,,,,357,357,
k_pp_:2_i:357_j:362,log,factor,1.02609,0.84002225,1.28217,k_pp_:2,1.0,0.0,1,,2,,,,,357,362,
k_pp_:2_i:357_j:367,log,factor,1.014165,0.839953,1.2357975,k_pp_:2,1.0,0.0,1,,2,,,,,357,367,
k_pp_:2_i:357_j:492,log,factor,0.9941265,0.7974825,1.2190575,k_pp_:2,1.0,0.0,1,,2,,,,,357,492,
k_pp_:2_i:357_j:497,log,factor,0.9847245,0.80154,1.20793,k_pp_:2,1.0,0.0,1,,2,,,,,357,497,
k_pp_:2_i:357_j:502,log,factor,1.03802,0.836076,1.29705,k_pp_:2,1.0,0.0,1,,2,,,,,357,502,
k_pp_:2_i:362_j:212,log,factor,1.00528,0.81826375,1.2601575,k_pp_:2,1.0,0.0,1,,2,,,,,362,212,
k_pp_:2_i:362_j:492,log,factor,0.972972,0.8187895,1.189265,k_pp_:2,1.0,0.0,1,,2,,,,,362,492,
k_pp_:2_i:362_j:497,log,factor,1.02998,0.8222155,1.2628325,k_pp_:2,1.0,0.0,1,,2,,,,,362,497,
k_pp_:2_i:362_j:502,log,factor,1.005805,0.8347965,1.2086975,k_pp_:2,1.0,0.0,1,,2,,,,,362,502,
k_pp_:2_i:367_j:217,log,factor,1.024835,0.84032675,1.246165,k_pp_:2,1.0,0.0,1,,2,,,,,367,217,
k_pp_:2_i:367_j:492,log,factor,0.9889655,0.77463525,1.266275,k_pp_:2,1.0,0.0,1,,2,,,,,367,492,
k_pp_:2_i:367_j:497,log,factor,0.9695945,0.77296,1.21827,k_pp_:2,1.0,0.0,1,,2,,,,,367,497,
k_pp_:2_i:367_j:502,log,factor,0.9595575,0.79776375,1.18725,k_pp_:2,1.0,0.0,1,,2,,,,,367,502,
k_pp_:2_i:372_j:217,log,factor,0.9867475,0.7796605,1.2350775,k_pp_:2,1.0,0.0,1,,2,,,,,372,217,
k_pp_:2_i:372_j:492,log,factor,1.00243,0.8215025,1.2335525,k_pp_:2,1.0,0.0,1,,2,,,,,372,492,
k_pp_:2_i:372_j:497,log,factor,0.984171,0.79240275,1.220115,k_pp_:2,1.0,0.0,1,,2,,,,,372,497,
k_pp_:2_i:377_j:217,log,factor,1.040335,0.822011,1.24126,k_pp_:2,1.0,0.0,1,,2,,,,,377,217,
k_pp_:2_i:377_j:492,log,factor,0.9580745,0.785382,1.2032375,k_pp_:2,1.0,0.0,1,,2,,,,,377,492,
k_pp_:2_i:377_j:497,log,factor,1.00564,0.81250175,1.26615,k_pp_:2,1.0,0.0,1,,2,,,,,377,497,
k_pp_:2_i:382_j:217,log,factor,1.01325,0.8199205,1.24931,k_pp_:2,1.0,0.0,1,,2,,,,,382,217,
k_pp_:2_i:382_j:487,log,factor,1.006425,0.80237925,1.23589,k_pp_:2,1.0,0.0,1,,2,,,,,382,487,
k_pp_:2_i:382_j:492,log,factor,1.019855,0.827603,1.3337525,k_pp_:2,1.0,0.0,1,,2,,,,,382,492,
k_pp_:2_i:382_j:497,log,factor,0.996619,0.80853225,1.2137775,k_pp_:2,1.0,0.0,1,,2,,,,,382,497,
k_pp_:2_i:387_j:217,log,factor,0.9451415,0.78013625,1.220575,k_pp_:2,1.0,0.0,1,,2,,,,,387,217,
k_pp_:2_i:387_j:487,log,factor,0.9573495,0.77922025,1.2304075,k_pp_:2,1.0,0.0,1,,2,,,,,387,487,
k_pp_:2_i:387_j:492,log,factor,0.9853555,0.8218655,1.187715,k_pp_:2,1.0,0.0,1,,2,,,,,387,492,
k_pp_:2_i:387_j:497,log,factor,1.033625,0.7936445,1.24939,k_pp_:2,1.0,0.0,1,,2,,,,,387,497,
k_pp_:2_i:392_j:217,log,factor,1.033205,0.8331025,1.2173375,k_pp_:2,1.0,0.0,1,,2,,,,,392,217,
k_pp_:2_i:392_j:222,log,factor,1.015375,0.8406,1.2396625,k_pp_:2,1.0,0.0,1,,2,,,,,392,222,
k_pp_:2_i:392_j:487,log,factor,0.969704,0.79424575,1.24106,k_pp_:2,1.0,0.0,1,,2,,,,,392,487,
k_pp_:2_i:392_j:492,log,factor,1.03917,0.825426,1.2519275,k_pp_:2,1.0,0.0,1,,2,,,,,392,492,
k_pp_:2_i:392_j:497,log,factor,0.9861695,0.791959,1.2501775,k_pp_:2,1.0,0.0,1,,2,,,,,392,497,
k_pp_:2_i:397_j:222,log,factor,0.9970125,0.834969,1.2044325,k_pp_:2,1.0,0.0,1,,2,,,,,397,222,
k_pp_:2_i:397_j:482,log,factor,0.985593,0.81810475,1.250765,k_pp_:2,1.0,0.0,1,,2,,,,,397,482,
k_pp_:2_i:397_j:487,log,factor,0.962958,0.81163475,1.1860025,k_pp_:2,1.0,0.0,1,,2,,,,,397,487,
k_pp_:2_i:397_j:492,log,factor,0.9721905,0.7951425,1.19249,k_pp_:2,1.0,0.0,1,,2,,,,,397,492,
k_pp_:2_i:397_j:497,log,factor,0.9602745,0.75938925,1.1755475,k_pp_:2,1.0,0.0,1,,2,,,,,397,497,
k_pp_:2_i:402_j:217,log,factor,0.976297,0.78732125,1.1692925,k_pp_:2,1.0,0.0,1,,2,,,,,402,217,
k_pp_:2_i:402_j:482,log,factor,1.02936,0.83286075,1.2283125,k_pp_:2,1.0,0.0,1,,2,,,,,402,482,
k_pp_:2_i:402_j:487,log,factor,1.00982,0.804416,1.29041,k_pp_:2,1.0,0.0,1,,2,,,,,402,487,
k_pp_:2_i:402_j:492,log,factor,0.9977035,0.78985275,1.21512,k_pp_:2,1.0,0.0,1,,2,,,,,402,492,
k_pp_:2_i:407_j:212,log,factor,1.04679,0.84443,1.2642575,k_pp_:2,1.0,0.0,1,,2,,,,,407,212,
k_pp_:2_i:407_j:217,log,factor,1.00322,0.792705,1.23482,k_pp_:2,1.0,0.0,1,,2,,,,,407,217,
k_pp_:2_i:407_j:482,log,factor,0.9702575,0.78613075,1.1907775,k_pp_:2,1.0,0.0,1,,2,,,,,407,482,
k_pp_:2_i:407_j:487,log,factor,0.993087,0.77934975,1.2204875,k_pp_:2,1.0,0.0,1,,2,,,,,407,487,
k_pp_:2_i:407_j:492,log,factor,1.030315,0.8275985,1.25808,k_pp_:2,1.0,0.0,1,,2,,,,,407,492,
k_pp_:2_i:412_j:212,log,factor,1.01161,0.8223165,1.272195,k_pp_:2,1.0,0.0,1,,2,,,,,412,212,
k_pp_:2_i:412_j:482,log,factor,1.038955,0.8302125,1.2851825,k_pp_:2,1.0,0.0,1,,2,,,,,412,482,
k_pp_:2_i:412_j:487,log,factor,1.00085,0.8299215,1.2068675,k_pp_:2,1.0,0.0,1,,2,,,,,412,487,
k_pp_:2_i:412_j:492,log,factor,1.03679,0.8254175,1.2245,k_pp_:2,1.0,0.0,1,,2,,,,,412,492,
k_pp_:2_i:417_j:482,log,factor,1.01194,0.8134155,1.2276125,k_pp_:2,1.0,0.0,1,,2,,,,,417,482,
k_pp_:2_i:417_j:487,log,factor,0.965901,0.79649925,1.178075,k_pp_:2,1.0,0.0,1,,2,,,,,417,487,
k_pp_:2_i:417_j:492,log,factor,1.00078,0.82921375,1.2420425,k_pp_:2,1.0,0.0,1,,2,,,,,417,492,
k_pp_:2_i:422_j:482,log,factor,1.02695,0.83887675,1.27535,k_pp_:2,1.0,0.0,1,,2,,,,,422,482,
k_pp_:2_i:422_j:487,log,factor,1.03101,0.82036475,1.235185,k_pp_:2,1.0,0.0,1,,2,,,,,422,487,
k_pp_:2_i:422_j:492,log,factor,0.943201,0.769133,1.202675,k_pp_:2,1.0,0.0,1,,2,,,,,422,492,
k_pp_:2_i:427_j:482,log,factor,1.026235,0.8435475,1.31914,k_pp_:2,1.0,0.0,1,,2,,,,,427,482,
k_pp_:2_i:427_j:487,log,factor,1.022485,0.81849825,1.259825,k_pp_:2,1.0,0.0,1,,2,,,,,427,487,
k_pp_:2_i:427_j:492,log,factor,1.038845,0.830405,1.2335225,k_pp_:2,1.0,0.0,1,,2,,,,,427,492,
k_pp_:2_i:432_j:482,log,factor,0.9848295,0.789668,1.2396025,k_pp_:2,1.0,0.0,1,,2,,,,,432,482,
k_pp_:2_i:432_j:487,log,factor,1.04532,0.822821,1.2875925,k_pp_:2,1.0,0.0,1,,2,,,,,432,487,
k_pp_:2_i:432_j:492,log,factor,0.9890495,0.83506175,1.2154925,k_pp_:2,1.0,0.0,1,,2,,,,,432,492,
k_pp_:2_i:437_j:482,log,factor,0.991259,0.81189575,1.2186825,k_pp_:2,1.0,0.0,1,,2,,,,,437,482,
k_pp_:2_i:437_j:487,log,factor,0.9781935,0.786353,1.218895,k_pp_:2,1.0,0.0,1,,2,,,,,437,487,
k_pp_:2_i:437_j:492,log,factor,1.038455,0.846773,1.24321,k_pp_:2,1.0,0.0,1,,2,,,,,437,492,
k_pp_:2_i:442_j:482,log,factor,1.01879,0.8264975,1.2150275,k_pp_:2,1.0,0.0,1,,2,,,,,442,482,
k_pp_:2_i:442_j:487,log,factor,1.01158,0.8224415,1.23611,k_pp_:2,1.0,0.0,1,,2,,,,,442,487,
k_pp_:2_i:442_j:492,log,factor,1.048475,0.84126875,1.279335,k_pp_:2,1.0,0.0,1,,2,,,,,442,492,
k_pp_:2_i:447_j:482,log,factor,0.9753575,0.801073,1.2183725,k_pp_:2,1.0,0.0,1,,2,,,,,447,482,
k_pp_:2_i:447_j:487,log,factor,0.980573,0.8122375,1.2188925,k_pp_:2,1.0,0.0,1,,2,,,,,447,487,
k_pp_:2_i:447_j:492,log,factor,0.9973255,0.78563075,1.205475,k_pp_:2,1.0,0.0,1,,2,,,,,447,492,
k_pp_:2_i:452_j:477,log,factor,1.039205,0.86888475,1.2449275,k_pp_:2,1.0,0.0,1,,2,,,,,452,477,
k_pp_:2_i:452_j:482,log,factor,0.9715175,0.76962325,1.2234375,k_pp_:2,1.0,0.0,1,,2,,,,,452,482,
k_pp_:2_i:452_j:487,log,factor,0.9587125,0.75313725,1.1957275,k_pp_:2,1.0,0.0,1,,2,,,,,452,487,
k_pp_:2_i:452_j:492,log,factor,1.013695,0.81639025,1.2719475,k_pp_:2,1.0,0.0,1,,2,,,,,452,492,
k_pp_:2_i:457_j:477,log,factor,0.999162,0.80911425,1.2330225,k_pp_:2,1.0,0.0,1,,2,,,,,457,477,
k_pp_:2_i:457_j:482,log,factor,1.0125,0.80861875,1.245535,k_pp_:2,1.0,0.0,1,,2,,,,,457,482,
k_pp_:2_i:457_j:487,log,factor,1.01714,0.82403825,1.246935,k_pp_:2,1.0,0.0,1,,2,,,,,457,487,
k_pp_:2_i:457_j:492,log,factor,0.979989,0.792371,1.24462,k_pp_:2,1.0,0.0,1,,2,,,,,457,492,
k_pp_:2_i:462_j:477,log,factor,1.014245,0.83079175,1.245525,k_pp_:2,1.0,0.0,1,,2,,,,,462,477,
k_pp_:2_i:462_j:482,log,factor,1.013805,0.79599825,1.2354575,k_pp_:2,1.0,0.0,1,,2,,,,,462,482,
k_pp_:2_i:462_j:487,log,factor,0.9682845,0.776819,1.2036575,k_pp_:2,1.0,0.0,1,,2,,,,,462,487,
k_pp_:2_i:462_j:492,log,factor,0.9464985,0.76700775,1.164045,k_pp_:2,1.0,0.0,1,,2,,,,,462,492,
k_pp_:2_i:467_j:482,log,factor,0.9834475,0.79832475,1.23442,k_pp_:2,1.0,0.0,1,,2,,,,,467,482,
k_pp_:2_i:467_j:487,log,factor,1.02004,0.82595525,1.2756225,k_pp_:2,1.0,0.0,1,,2,,,,,467,487,
